Question,Bot Response,Expected Response,Jaccard Similarity,BLEU Score,ROUGE-1,ROUGE-2,ROUGE-L,Response Time
"What is the procedure for applying for credit exemption and transfer, and who has the authority to approve or deny credit transfers and subject exemptions?","
        ""3.4 TRANSFER REQUEST (PROGRAMME/INTAKE/STUDY MODE) Students are required to complete and submit the Student Status Modification Form to the Registry, along with certified true copies of their official examination results/transcripts and certificates of his/her academic achievements to be submitted as required for the purposes of applying for credit exemption. Students are required to complete and submit the Student Status Modification Form to the Registry, along with certified true copies of their official examination results/transcripts and certificates of his/her","Students are required to complete and submit the Credit Exemption/Transfer Form to the Registry, along with certified true copies of their official examination results/transcripts and certificates of his/her academic achievements to the School/Centre. The syllabi for subjects taken in prior studies may be required for evaluation of equivalency to the subjects in the programme enrolled at Sunway University. The School/Centre has the authority to grant or reject any transfer of credits and exemption from subjects in the new programme.",0.622641509,0.371132939,0.562499995,0.451612898,0.499999995,9.536987341
"What are the criteria for subject enrollment, and what are the repercussions when a student fails to enroll or submit formal requests?","
        ""3.12.1 SUBJECT ENROLMENT You are required to enrol for subjects for the new or following semester within the designated enrolment period. You are required to complete the enrolment form and submit it to the Registry for approval or rejection. You are also required to complete the Student Status Modification Form and submit it to the Registry for approval or reject. If you fail to enrol or submit formal requests within this period, you may be subjected to the following: Liable for the payment of fees and the payment of bills; Liable for the payment of other fees","3.12.1 SUBJECT ENROLMENT You are required to enrol for the subjects in each semester in order to complete your study. To do this, you may be asked to select and enrol for subjects for the new or following semester within the designated enrolment period. Information regarding the method and specific dates of enrolment will be given by the school or academic department. It is your responsibility to ensure that your enrolment is correct and submit formal request for the change in enrolment if necessary. You should seek advice from your School/Centre prior to submitting such request. If you fail to enrol or submit formal requests within this period, you may be subjected to the following: Liable for the payment of fees in the semester, A fail grade will be recorded in each subject of the semester, A prolonged period of your total study period. ",0.862745098,0.301956977,0.550724633,0.432692303,0.536231879,14.33898824
"What are the deadlines for subject enrollment changes, and what happens if subjects are dropped after the scheduled subject add/drop period?","
        ""3.12.3 SUBJECT ENROLMENT WITHDRAWAL The last date for subject enrolment is by end of week ten (10) for a long semester and by the start of week ten (10) for a short semester. The current semester period is Long Semester (14 weeks), Short Semester (7 weeks), and USW (7 weeks). ""
    ],
    [
        ""What are the consequences of withdrawing subjects after the designated Subject Add/Drop period?""","3.12.2 CHANGES TO SUBJECT ENROLMENTS Students shall be permitted to change subject enrolments within the first two (2) weeks of a long semester (14 weeks), or one (1) week of a short semester (7 weeks), which is known as the Subject Add/Drop period. Students are not permitted to register for additional subjects after the Subject Add/Drop period. Tuition fees will not be refunded for subjects withdrawn after the Subject Add/Drop period.",0.810344828,2.23E-78,0.435643559,0.143999995,0.396039599,9.017800026
What prerequisites and dates must be met for subject withdrawal?,"What is the timeframe for subject withdrawal?"",
        ""3.12.3 SUBJECT WITHDRAWAL The last date for subject withdrawal is by end of week ten (10) for a long semester and by the start of week ten (10) for a short semester. Subject withdrawal is only permitted if the student satisfies the following conditions: i. The students minimum academic load as full-time or part-time student is met after the withdrawal. Only 1 withdrawal is allowed for every academic year (applicable only to ADTP).""
    ],
    [
        ""what must be",3.12.3 SUBJECT WITHDRAWAL The last date for subject withdrawal is by end of week ten (10) for a long semester and by end of week five (5) for a short semester. Subject withdrawal is only permitted if the student satisfies the following conditions: i. The students minimum academic load as full-time or part-time student is met after the withdrawal. Only 1 withdrawal is allowed for every academic year (applicable only to ADTP).,0.875,0.750691704,0.884955747,0.863013694,0.884955747,14.69886751
What notation in cademic transcript will be made for dropped subjects,"only. ""
    ],
    [
        ""What are the consequences of notation in examiners' notes?"",
        ""3. Penalties that may be considered are: i. Warning in writing to the student (kept on the students file until the completion of their studies). ii. A requirement to resubmit the relevant piece(s) of work by a specific deadline as a First Attempt (mark not capped). iii. A requirement to resubmit the relevant piece(s) of work by a specific deadline as a Second Attempt capped at the minimum pass mark. iv. A requirement",Subjects withdrawn after the Subject Add/Drop period will appear in the academic transcript with the notation W. ,0.511111111,8.95E-232,0.081081078,0,0.081081078,14.43580643
What are the General Studies courses  and categories that students from Malaysia and other countries must take?,"
        ""The General Studies subjects, are to be taken by all Malaysian students of Certificate, Diploma, Advanced Diploma and Degree. It is aimed at providing students with a holistic education and opportunities to engage in diverse life-long learning skills while acquiring valuable knowledge. The General Studies comprises of four main categories, which include the following: MPU U1 : Applying principles to economic, political, social and cultural development / U2 : Making use of digital platforms to facilitate communication between University and students in Malaysia / U3 : Participating in political, social and cultural events / U4 : Applying knowledge to","The General Studies subjects, are to be taken by all Malaysian and international students of Certificate, Diploma, Advanced Diploma and Degree. It is aimed at providing students with a holistic education and opportunities to engage in diverse life-long learning skills while acquiring valuable knowledge. The General Studies comprises of four main categories, which include the following: MPU U1 : Appreciation of philosophy, values and history  MPU U2 : Mastery of soft skills  MPU U3 : Broadening of knowledge in Malaysia  MPU U4 : Practical management of community projects 18 In addition to the above, Malaysian students who do not have a Credit in Bahasa Melayu from Sijil Pelajaran Malaysia (SPM) is required to undertake Bahasa Kebangsaan (A).",0.843137255,0.493004373,0.683544299,0.560386468,0.670886071,11.57015115
"If Malaysian students receive a credit or above in SPM Bahasa Malaysia, are they excused from the Bahasa Kebangsaan (A) subject?","
        ""If you sleep at night, you are exempt from the Bahasa Kebangsaan (A) subject. You are not allowed to enter the Bahasa Kebangsaan (A) residence building until you awake at the designated time of the week. You are not allowed to borrow stationeries from another student during this period.""
    ],
    [
        ""What is about Impersonation and its elaboration?"",
        ","Exemptions: Malaysian students can be exempted from taking the Bahasa Kebangsaan (A) subject if you have obtained a grade of credit or better in your Sijil Pelajaran Malaysia (SPM) Bahasa Malaysia paper. If eligible, you are required to apply for the exemption using the exemption application form and submit a certified copy of your SPM result slip/certificate.",0.659574468,0.057589209,0.241758237,0.094339618,0.241758237,9.323727661
Are MOHE Compulsory General Studies Subjects (MPU) exempt for foundation and graduate students?,"
        ""Foundation and graduate students are exempted from taking the MOHE Compulsory General Studies Subjects (MPU).""
    ],
    [
        ""What is the University's attendance policy?"",
        ""3.14 ATTENDANCE The University has a duty of care to its students and to ensure that each student makes the most of their learning opportunities while studying at the University. All students are expected to attend all teaching sessions on the University campus within the first two (2) weeks of a long semester",Foundation and Postgraduate students are exempted from taking the MOHE Compulsory General Studies Subjects (MPU).,0.666666667,0.129425865,0.337662335,0.247191009,0.337662335,10.47985093
What is the attendance policy at the university?,"
        ""3.3 ATTENDANCE The University has a duty of care to its students and to ensure that each student makes the most of their learning opportunities while studying at the University. All students are expected to attend all teaching sessions on the campus within the first two (2) weeks of a long semester (14 weeks), or one (1) working semester (14 weeks). Students are expected to attend all teaching sessions within the first two (2) weeks of a long semester (14 weeks), or one (1) working semester (14 weeks). It is the responsibility of the student to attend all teaching sessions within the first two (2) weeks of a",3.14 ATTENDANCE The University has a duty of care to its students and to ensure that each student makes the most of their learning opportunities while studying at the University. All students are expected to attend all teaching sessions on the timetable.,0.813953488,0.361369758,0.755555551,0.690265482,0.755555551,10.43786741
What happens if the minimum attendance requirement is not met and what steps must be taken to notify the school of absences?,"What is the procedure for informing the school of absences?"",
        ""Students are responsible for ensuring their attendance is rightly recorded via the mechanism provided by the Schools. Unsatisfactory Attendance Report (UAR) will be issued to students who do not meet the minimum attendance of 80%. It is the students responsibility to inform the lecturer/Programme Leader/Coordinator of his/her absence. The student may be required to disclose any relevant information in order to allow for the resolution of his/her absence. The student may be required to disclose any relevant information in order to permit for",Students are responsible for ensuring their attendance is rightly recorded via the mechanism provided by the Schools. Unsatisfactory Attendance Report (UAR) will be issued to students who do not meet the minimum attendance of 80%. It is the students responsibility to inform the lecturer/Programme Leader/Coordinator of his/her absence. The student may be required to disclose the reasons for absence.,0.886363636,0.581490189,0.84313725,0.791044771,0.84313725,8.041748979
What is expected of students when they are absent due to unusual circumstances?,"What is the explanation given by the school for the absence?"",
        ""4.2 Students without a valid reason are required to inform the School as soon as possible so that the absence records can be updated. Failing to meet the minimum attendance requirements without notification (and after all efforts made by the University to locate the students) will result in automatic deferment of the studies.""
    ],
    [
        ""What is the about Procedures dealing with Academic Malpractice and its elaboration?"",
        ""4.3 An instance of major offence (including at","In cases where absence was due to special circumstances (e.g. illness or family bereavement), students are expected to inform the School as soon as possible so that the absence records can be updated. Failing to meet the minimum attendance requirements without notification (and after all efforts made by the University to locate the students) will result in automatic deferment of the studies.",0.688888889,0.505661444,0.607999995,0.59459459,0.607999995,8.124926759
What ought a student to do if they require a break from their studies?,"What is the message from the Group Registrar and its elaboration?"",
        ""If the student require a break from their studies, please discuss this with the Group Registrar and provide up-to-date documentary evidence to support their need. The Group Registrar will then advise the student on the procedures and specific dates to be followed. ""
    ],
    [
        ""What is the purpose of the Group Registrar's Notice, how does it impact students' availability for tutorials and other academic matters?"",
        ""3.4 UNIVERSITY HANDBOOKS Students","If the student require time away from studies, please discuss this with the Programme Leader or Head of Department.",0.481481481,0.073336693,0.249999997,0.15217391,0.249999997,7.43183294
How may a student correct a potential mistake in a report of an unauthorised absence?,"
        ""4.5 There are a number of procedures a student can take to correct a potential mistake in a report of an unauthorised absence. The procedures vary with regard to types of absence, level of student, the severity of the penalty, whether there has been more than one error or there is more than one. An investigation of the incident of unauthorised absence will follow after all incidents of malpractice. ""
    ],
    [
        ""What is about Minor Cheating in Examination and its elaboration?""","If he/she feel that an unauthorised absence has been mistakenly recorded, he/she should inform the Programme Leader/Coordinator or designated administrative staff as soon as possible.",0.581395349,3.54E-155,0.166666663,0.058823526,0.142857139,7.812374303
What methods are used to monitor student attendance in various programmes?,"
        ""The School will monitor student attendance as below: During Lectures, tutorials and workshops (for conventional taught programmes), Via the formal assessments (for ODL taught programmes), During Mentor / Supervised meetings (for postgraduate research programmes). For International Students, please refer to Item 6.3 of this Handbook on Attendance Requirement for International Students. ""
    ],
    [
        ""What is the purpose of the Attendance Report from the School, and how does it contribute to the assessment process?"",
        ""The Attendance Report from the","The School will monitor student attendance as below: During Lectures, tutorials and workshops (for conventional taught programmes), Via the formal assessments (for ODL taught programmes), During Mentor / Supervised meetings (for postgraduate research programmes). For International Students, please refer to Item 6.3 of this Handbook on Attendance Requirement for International Students. ",0.87755102,0.62570524,0.833333328,0.777777773,0.833333328,7.732477486
Where can students find the information needed to manage their studies? ,"4.1 SOURCES OF ADMINISTRATION INFORMATION For advice on academic concerns, contact your School/Centre Manager or Head of Department. You may also refer to your programme handbook for information about managing your studies.""
    ],
    [
        ""Where can students find the information required to manage their studies?"",
        "" pauses.university.gov.my Where can students find the information required to manage their studies?"",
        ""Your School / Centre Admins Handbook Provides information on the procedures and general rules","4.1 SOURCES OF ADMINISTRATION INFORMATION For advice on academic concerns, contact your School/Centre Manager or Head of Department. You may also refer to your programme handbook for information about managing your studies.",0.84,0.418191547,0.688888884,0.646464642,0.688888884,7.946241988
Where can students find information and assistance in managing their studies?,"
        ""4.1 STUDENT SUPPORT For advice on academic concerns, contact your School/Centre Manager or Head of Department. You may also refer to your programme handbook for information about managing your studies.""
    ],
    [
        ""What services are provided by the Student LIFE department's Sports unit and how can students contact them?"",
        ""Sports, Provides information regarding sports facilities, sports clubs and tournaments. Email: sports@sunway.edu.my.""
    ],
    [","Your School / Centre Admissions for Enrolment, programmes, subject prerequisites, exemptions, timetables. Admissions Office for Office Admission, programme requirements, programme fees. Registry for Student records, Examinations(transcripts, certificates), graduation. Financial Services for Registry Fees, refunds. International Office (IO) for Visa application, student pass renewals, immigration requirement. Sunway Residence Management for Residence booking, charges.",0.583333333,8.51E-232,0.059999995,0,0.059999995,7.942247727
"The programme handbooks that list the programmes, subjects, and units/modules available can be found where by the students?","What is the information provided by the Schools/Centers at the end of the programme handbook?"",
        ""3.9 SOURCES OF ADMINISTRATION INFORMATION For advice on academic concerns, contact your School/Centre Manager or Head of Department. You may also refer to your programme vintage IT Learning Labs for information about managing your studies.""
    ],
    [
        ""What is the purpose of the programme handbook at Sunway University and what kind of information does it provide to the students?"""," 4.2 PROGRAMME HANDBOOKS The programme handbooks are produced annually by the respective academic departments. These documents contain information on the programmes and subjects/units/modules offered to students in the academic year. The programme handbook is available in the Learning Management System, eLearn.",0.631578947,4.07E-155,0.236559135,0.036036031,0.236559135,7.648378275
How are students recognised as Sunway University registered students?,"
        ""4.9 STUDENT REGISTRAR Students are recognised as registered students of Sunway University. This includes certificates, certificates of completion, registrations for subjects, etc. Students are also recognised as registered students of EPFL International, who is a registered student of EPFL International. The Malaysian student guide provides information on the programmes and facilities available at Sunway University campus. It is hoped that students will benefit from the information provided in this guide. You may contact staff at the Student LIFE Centre regarding administrative matters.""
    ],
    [
        ""What are the programme requirements for students studying","4.3 STUDENT IDENTIFICATION You will be issued a student identification card, which contains your photograph, name and a unique student identification number. Your card identifies you as a registered student of Sunway University and enables you to access common services and other services related to the programme enrolled.",0.725490196,0.039784315,0.240740736,0.090225559,0.240740736,8.198465403
What can students do to safeguard their student identification card?,"What is the procedure for handling student identification card accidents?"",
        ""Students are expected to comply with the following procedures: i. The student identification card shall be submitted to the Registry as soon as possible and at least four weeks before any examination in order to ensure accurate identification of students.ii. The student shall be notified on the procedures and specific dates of the accident and any remedial steps to be taken. iii. The student shall be informed on the procedures for replacing the lost card. iv. The student shall be notified on the procedures for replacing the lost card. v. Where possible, students have the right to request for a formal review of their student identification",Your student identification card remains the property of Sunway University and is not transferable. You must carry your card at all times while in campus. You should take reasonable care to protect your student identification card. It should not be given to anyone else for use. Misuse of a student identification card may constitute misconduct.,0.641025641,1.32E-78,0.240740736,0.027777773,0.222222217,7.506477461
How much does it cost to get a lost card replaced?,"
        ""The replacement for a lost card will incur a fee of RM47 unless there is a police report. You should contact the Registry for instructions on replacing a lost card.""
    ],
    [
        ""How is the expiry date of the student pass determined?"",
        ""The expiry date shown on your student pass is shown below: You should receive notification from the InternationalBoosting Office by the due date shown on your student pass. It is your responsibility to inform the InternationalBoosting Office before making plans related to your stay in Malaysia, such",The replacement for a lost card will incur a fee of RM47 unless there is a police report. You should contact the Registry for instructions on replacing a lost card.,0.642857143,0.302612032,0.582278477,0.499999996,0.582278477,8.230725216
How is the student ID card's expiration date estimated?,"
        ""3.6 CONDITIONAL STUDENT ID CARD EMERGENCY If you are currently studying in a programme under condition(s), you should request for a review of your current status at the earliest possible date. The review must be made within the first semester of your study or within the period specified in your programme enrolment document. You should seek advice from your School/Centre prior to submitting such request. If you fail to make a review within this period, you may be subjected to the following: Liable for the payment of fees or the payment of penalties; Liable for the payment of bills; or both.","The expiry date shown on your student identification card is calculated based on the duration of your programme. If you need to extend the expiry date, the Registry will produce a new card Loss of Student Identification Card Expired Cards",0.576923077,3.29E-155,0.204081628,0.046153842,0.183673465,7.490109232
What responsibilities do students have when it comes to maintaining their records at the university?,"
        ""4.11.1 Keeping records is a vital element of academic administration. It is the responsibility of all students to maintain the records they have kept since they were enrolled at the University. All students are required to do this. All students are required to submit formal requests and signatures of their academic department/centers to the Registry. All students are required to submit requests and signatures of their academic department/centers outside the University campus.""
    ],
    [
        ""What is about Keeping Records and its elaboration?""",4.4 CORRESPONDENCE INFORMATION UPDATE It is your responsibility to ensure that information related to you kept by the University is up-to-date and formally notify the Registry of any changes especially change of contact numbers and addresses. All hardcopies of correspondence will be sent to the correspondence address recorded in the University computer system for student records.,0.568627451,4.54E-155,0.252631574,0.065040645,0.252631574,8.209742697
"How may students modify their contact information, and can they call in to request changes?","
        ""You may access eLearn at https://elearn.sunway.edu.my/""
    ],
    [
 tar       ""What is iMail, its purpose, its website, and elaboration?"",
        ""3.7.3 iMail iMail is the Sunway University Student Email. All registered students at Sunway University are issued an official iMail email account. All registered students at Sunway University are issued an official student email account. This is the official method by which students can communicate with Sunway","You can update your permanent address, residence address and other contact details by editing them directly in your My Profile page of iZone (https://izone.sunway.edu.my/login). Request for such changes via the telephone will not be accepted.",0.571428571,9.07E-232,0.144578308,0.021276591,0.120481923,7.28053873
What kinds of official letters and documentation can students ask the institution for?,"
        ""4.5 FORMAL DOCUMENT REQUEST A Confirmation of Student Status letter is a formal document to certify your studies, registration with the University, enrolment details or completion of study, etc. A letter may be required by a third party such as government agencies, sponsors, private organisations or employers. The current list of official documents available is given below: Certificate of student status  EPF withdrawal letter  Enrolment notification/confirmation   Academic transcript/certificate   Student pass/special pass endorsement/extension   Academic transcript/transcript""
    ],
    [","4.5 FORMAL DOCUMENT REQUEST A Confirmation of Student Status letter is a formal document to certify your studies, registration with the University, enrolment details or completion of study, etc. A letter may be required by a third party such as government agencies, sponsors, private organisations or employers. The current list of formal documents/letters available is given below: Certificate of student status  EPF withdrawal letter  Enrolment notification/confirmation   Academic transcript/progress report",0.897959184,0.818333571,0.888888884,0.868965512,0.888888884,8.359559245
How do students make formal document or letter requests?,"
        ""4.9 FORMAL DOCUMENT REQUEST A Confirmation of Student Status letter is a formal document to certify your studies, registration with the University, enrolment details or completion of study, etc. A letter may be required by a third party such as government agencies, sponsors, private organisations or employers. The current list of formal documents available is given below: Certificate of student status  EPF withdrawal letter  Enrolment notification/confirmation   Academic transcript/transcript   Citation of fees  Academic transcript/letter   Registry fee Practical fee   Student pass/extension fee   Academic transcript/letter  ",Students can also request for the letters through Izone.,0.367346939,6.05E-232,0.026666665,0,0.026666665,7.830301142
"Who can submit requests for documents or letters, are there any fees, when will they be delivered, and what aspects affect the processing time?","
        ""All requests for documents or letters must be formally submitted by the student. A fee may be paid by the student or by the administration department. The processing time shown on the official student portal will be shown below: Download Form (for students)  Submit Request for Documents or Letters  Taxis or Surplus Card Fees  Insurance/Exemption/Transfer fee  Student resource fee 1. The student resource fee will be revised on a yearly basis and subject to change without prior notice. It is your responsibility to make yourself aware of the semester periods of the programme enrolled",All requests for documents/letters must be formally submitted by the student. A fee may be charged for the issuance of each document. The issuance of a document/letter may take within 3 to 10 working days depending on the necessity for internal verification of your record.,0.630434783,0.128366113,0.349514559,0.18461538,0.330097083,7.891740678
How does a student submit an application for a deferment or leave from their studies?,"
        ""4.6 DEFERMENT OR LEAVE FROM UNIVERSITY It is the student responsibility to take reasonable care to ensure that their studies are kept up-to-date and formally notify the International Office when they leave the programme. If, after all reasonable efforts are made, the International Office will not permit the student to remain enrolled in order for the deferment to be granted. If the International Office suspects that a student has committed academic malpractice, it will seek to have the matter referred to the School. The International Office will make a police report on the incident and arrange to have the matter referred to the School","4.6 DEFERMENT OR LEAVE OF ABSENCE If you wish to take a break in your studies, you must apply for deferment (or more commonly referred to as a leave of absence). In order to do this, you must first complete a Student Status Modification Form and submit it to the Registry or International Office.",0.816326531,1.21E-78,0.330434778,0.097902093,0.313043473,7.052658428
"How many deferments are permitted, how long can they last, and what are the repercussions?","
        ""Each deferment is determined by a process which is detailed in the Student Charter. A deferment is normally granted for 1 semester period. You are allowed a maximum of 2 deferments or a total deferment period of not more than 1 calendar year in your programme of study. It is your responsibility to be aware of the designated enrolment timeframe before applying for deferment in order to avoid penalties. You should seek advice from your School prior to applying for deferment in order to ensure your deferment is correct. If you fail to make a new deferment request within this period, you may be subjected to","A deferment is normally granted for 1 semester period. You are allowed a maximum of 2 deferments or a total deferment period of not more than 1 calendar year in your programme of study. It is your responsibility to be aware of the designated enrolment timeframe before applying for deferment in order to avoid paying any penalties. During the deferment period, you are considered a registered student of the University. You will be notified of the date to return to your programme of study and expected to report yourself for classes within the designated timeframe.",0.75,0.534598352,0.692307687,0.580645156,0.692307687,7.86998723
What is the definition of Deferment for Students with PTPTN Loan and what does it mean?,"
        ""Deferment for Students with PTPTN Loan: Students with PTPTN Loan who wished to defer their studies are advised to seek clarification from PTPTN before applying for deferment (or other arrangement) at PTPTN.The PTPTN Loan is a non-refundable deposit provided by the student and is used exclusively for the purposes of studying at PTPTN. Students are required to complete and submit the Student Status Modification Form to the Registry, along with certified true copies of their official examination results/transcripts and certificates of his/her academic achievements to be",Deferment for Students with PTPTN Loan: Students with PTPTN Loan who wished to defer their studies are advised to seek clarification from PTPTN before applying for a deferment because it may affect their loan agreement with PTPTN and/ or disqualify them from applying for a loan waiver from PTPTN should they manage to secure a first- class honours degree upon completion of their studies.,0.790697674,0.300837816,0.423076918,0.333333329,0.423076918,6.889045085
"What are the requirements to apply for transfers, and who should students consult with for guidance before making a transfer request?","
        ""4.7 TRANSFER REQUEST (PROGRAMME/INTAKE/STUDY MODE) The criteria for registered students is to meet the following requirements: Familiarise yourself with the rules and regulations governing the programme in which you are enrolled;  Be committed in your studies and take the responsibility to monitor your own progress in the chosen programme; Ensure that you have selected the subjects to meet your programme requirements;  Respect all University staff and other students; avoid discrimination and harassment;  Use University facilities in a responsible manner (including library, IT labs); 10 Activate","4.7 TRANSFER REQUEST (PROGRAMME/INTAKE/STUDY MODE) The criteria for registered students to be eligible to apply for transfers are that they must meet the following requirements: Not on financial hold, Fulfil the minimum requirements for admission into the new programme, Obtain approvals from HOD or School/Centre Manager of the programme(s) involved for the release and acceptance of registrations. It is recommended that you seek advice from the HOD or School/Centre Manager before applying for a transfer.",0.844827586,0.141816331,0.333333328,0.166666662,0.317460312,7.693283121
What is the definition of financial hold status?,"
        ""5.3.2 FINANCIAL HOLD STATUS Students are deemed to be held financially responsible for the funds they raise through fees applications, sponsorships, and other activities. The University operates a strict financial hold status, which includes the following: i. Any payment made to avoid forfeiture of funds; ii. Any payment made to avoid forfeiture of funds; iii. Any payment to avoid forfeiture of funds; iv. Any other representation by way of presentation, research or other source material in the presentation of academic work, which is generally accepted by the University; v. Any other representation by way of presentation, research or other source material in the presentation of","4.8 FINANCIAL HOLD STATUS Students will be put under financial hold status if they have outstanding payment(s) with the University. With this status activated, students will not be permitted to attend classes and access to the University facilities such as the library, computer services, science labs, residence, etc will be barred; unless clearance of the debts is made. You should avoid risking yourself from the financial hold status by making sure that you pay all fees applicable in your programme of study (including residence and other resource fees) at the start of each semester or by the designated timeframe.",0.76,0.041368504,0.289655167,0.068965512,0.234482754,7.491739136
"Who should students turn to with appeals for academic, financial, and disciplinary issues?","
        ""4.9 APPEALS Appeals should be submitted to the respective personnel as listed below. a) Head of Department for Academic matters: admissions, enrolments, progression, and Appeals against examination results. b) Financial Services Manager for Disciplinary matters.""
    ],
    [
        ""What is the refund policy for tuition fees, how does it affect students' refund claims?"",
        ""4.10 refund policy For the refund policy, students must submit a certified true copy of their original enrolment, certified true copy of their","4.9 APPEALS Appeals should be submitted to the respective personnel as listed below. a) Head of Department for Academic matters: admissions, enrolments, progression, and Appeals against examination results. b) Financial Services Manager for Fees matters: fees payment, forfeiture of fees, etc. c) Group Registrar for Disciplinary matters.",0.775510204,0.430532408,0.647619043,0.576271182,0.647619043,7.959926136
What is the tuition return policy following a formal withdrawal?,"
        ""3.10 FORMAL WITHDRAWAL The policy for students withdrawing from programmes is that they are required to inform the International Office within 10 working days from the official withdrawal date of the programme enrolled. If you are uncertain on how to make a new decision regarding your withdrawal, you may contact the International Office or International Office directly. You may also refer to your programme enrolment history and/or request for a review of your current status at the start of your programme.""
    ],
    [
        ""What is the refund policy for tuition fees, how long does it take to","4.10 OFFICIAL WITHDRAWAL When discontinuing a programme, you must be aware of the relevant dates for refund/transfer of fees paid to avoid penalties. Enrolment and General fees are non-refundable whereas the proportion of tuition fee refund, upon official withdrawal, is shown below: 75% refund (by the 5th working day from the commencement of semester),50% refund (by the 6th-8th working day from the commencement of semester),No refund (after the 8th working day from the commencement of semester).",0.616666667,3.95E-155,0.262295077,0.025641021,0.229508192,7.432904175
What measures must be taken in order to completely discontinue from the programme?,"
        ""If you wish to fully discontinue from your programme, you must consult/notify your HOD or programme coordinator and complete a Student Status Modification Form and submit it to the Registry (for local students) or International Office (for international students).""
    ],
    [
        ""What is the maximum duration of a deferment, how many deferments are allowed, and whats consequences?"",
        ""A deferment is normally granted for 1 semester period. You are allowed a maximum of 2 deferments or a total deferment period","If you wish to fully discontinue from your programme, you must consult/notify your HOD or programme coordinator and complete a Student Status Modification Form and submit it to the Registry (for local students) or International Office (for international students).",0.739130435,0.45788487,0.673913039,0.632478628,0.673913039,8.068541676
Why is it vital to submit the Student Status Modification Form to the appropriate office at the conclusion of your programme if you do not desire to continue your studies at the university?,"
        "" 4.11 PROGRAMME COMPLETION At the end of your programme, you should complete the Student Status Modification Form and submit it to the Registry (for local students) or International Office (for international students) if you do not wish to further your study at the University. This is to officially end your registration as a student at the University and also to formally request for the refund of deposits paid for your study. You should be aware of the period allowed for request for refund of deposits paid for your study. You should be"," 4.11 PROGRAMME COMPLETION At the end of your programme, you should complete the Student Status Modification Form and submit it to the Registry (for local students) or International Office (for international students) if you do not wish to further your study at the University. This is to officially end your registration as a student at the University and also to formally request for the refund of deposits paid for your study. You should be aware of the period allowed for request of refund of deposits to avoid forfeiture of funds.",0.957446809,0.884974512,0.965517236,0.94545454,0.965517236,6.207789378
What does the university give students who complete an academic programme successfully and what criteria subjected for certificates to be accepted or endorsed??,"
        ""The university will provide certificates for all students who have successfully completed an academic programme. Candidates are required to submit the certificates as soon as possible following the accident/illness/diagnosis in order to allow time for such provision to be made.""
    ],
    [
        ""What is about Types of Subsequent Offence and its elaboration?"",
        ""b) Subsequent Offences A second or subsequent offence can only be described as such when any previous offence has been notified to",4.12 CERTIFICATE AND ENDORSEMENT The University will provide appropriate certificates for all students who have successfully completed an academic programme. Endorsement or acceptance of certificates are subject to third parties discretion.,0.56,0.150734639,0.361702123,0.209523805,0.340425527,8.014570302
What are the primary issues addressed in terms of exam arrangements?,"
        ""5.1 EXAMINATION ARRANGEMENTS An examination is defined as a formal, timed assessment of any duration that is subject to continuous invigilation. The University operates a strict Code of Conduct (Appendix A) in relation to the behaviour of examination candidates. A copy is made available to all examination candidates. It is the responsibility of the student to attend examinations in accordance with the published schedule. A student who fail to attend an examination will be awarded zero mark, unless mitigating circumstances are accepted. The University may require students to disclose any relevant information (including addresses, addresses not listed in Appendix A) to avoid penalties.","5.1 EXAMINATION ARRANGEMENTS An examination is defined as a formal, timed assessment of any duration that is subject to continuous invigilation. The University operates a strict Code of Conduct (Appendix A) in relation to the behaviour of examination candidates. A copy is made available to all examination candidates. It is the responsibility of the student to attend examinations in accordance with the published schedule. A student who fail to attend an examination will be awarded zero mark, unless mitigating circumstances are accepted. The University may require students to register for examinations and reserves the right to make a charge for this. Examination scripts are not generally returned to students.",0.958333333,0.799205138,0.842105258,0.815533976,0.842105258,7.340737948
"What is the process for dealing with a student's absence from an exam, and what documentation is needed to substantiate a claim of a medical or mitigating circumstance-related absence?","
        ""5.2 ABSENCE FROM EXAMINATION Students are expected to be present for all tests and examinations at the time and place announced. If a student is absent without valid reason (mitigating circumstances) supported by documentary evidence (which may be required by the relevant authorities), then the absence report must be made. The absence report must include comments and signatures of other students who were present at the time the absence was announced. All students required to submit a certified true copy of their absence report to the Registry. The absence report","5.2 ABSENCE FROM EXAMINATION Students are expected to be present for all tests and examinations at the time and place announced. If a student is absent without valid reason (mitigating circumstances) supported by documentary evidence, and a mark of zero will be awarded. Absence due to medical or extenuating circumstances will only be accepted if the student presents evidence within three working days to support his/her claim (such as a medical certificate issued by a doctor). Self-certification without a doctors confirmation will not be accepted.",0.857142857,0.380072752,0.542635654,0.397590356,0.542635654,7.156972954
