Question,Bot Response,Expected Response,Jaccard Similarity,BLEU Score,ROUGE-1,ROUGE-2,ROUGE-L,Response Time
What is the objective of the Student Charter at Sunway University?,The Student Charter outlines the approach Sunway University takes to support the students learning and help them achieve their full potential. The Charter also outlines the key expectations and responsibilities of a student at Sunway College. The Charter is also intended to be an evolving document which will be reviewed periodically in the light of feedback and experience and is in no way a detailed personal agreement or contract. Sunway University is expected to: Provide high quality teaching and,2.1 SUNWAY UNIVERSITY STUDENT CHARTER Sunway University is committed to providing a safe and enriching environment to help students achieve their full potential. The Student Charter outlines the approach Sunway University takes to support the students learning and help them achieve their full potential. The Charter also outlines the key expectations and responsibilities of a student at Sunway University.,0.6590909090909091,0.4593802400446937,0.6041666618055556,0.5354330660301322,0.6041666618055556,3.4125917996279895
What are some of the anticipated standards from Sunway University as outlined in the Student Charter?,The Student Charter outlines the expectations and responsibilities of staff and students at Sunway University. The success of this partnership requires commitment and participation from both parties. The Charter is also intended to be an evolving document which will be reviewed periodically in the light of feedback and experience and is in no way a detailed personal agreement or contract. Sunway University is expected to: Provide high quality teaching and learning which will enhance student,"The Student Charter encourages positive interaction between students and staff. The success of this partnership requires commitment and participation from both parties. The Charter is also intended to be an evolving document which will be reviewed periodically in the light of feedback and experience and is in no way a detailed personal agreement or contract. Sunway University is expected to: Provide high quality teaching and learning which will enhance student learning and development; Provide a safe and conducive environment for study, research and other activities;  Ensure that staff are courteous, professional and efficient;  Maintain effective communication with students, provide accurate and timely feedback about programmes, services and processes;",0.8888888888888888,0.5335882030244705,0.7482014340375758,0.674157298553213,0.7338129448289427,3.320052799768746
What are some of the expectations set forth by Sunway University according to the Student Charter?,The Student Charter outlines the expectations and responsibilities of a student at Sunway University. The Charter also outlines the key expectations and responsibilities a student must uphold when working in the laboratories. The Charter is also intended to be an evolving document which will be reviewed periodically in the light of feedback and experience and is in no way a detailed personal agreement or contract. Sunway University is expected to: Provide high quality teaching and,Provide useful feedback on assessment/academic work and opportunities for discussion;  Ensure students are treated equally and fairly by rejecting discrimination and harassment;  Provide clear information on fees and other costs of studying and payment methods;  Provide information on student support services available in the University;  Ensure that students contribute and participate in decision making through the Student Council; Provide an assessment system which is fair and transparent to all students;  Provide reasonable access to teaching staff/research supervisors to discuss programme matters;,0.7777777777777778,3.3307636134470404e-155,0.23423422930281648,0.013698625170765545,0.14414413921272642,3.3668953999876976
What are some of the expectations of the Sunway University outlined in the Student Charter?,The Student Charter outlines the expectations and responsibilities of a student at Sunway University. The success of this partnership requires commitment and participation from both parties. The Charter is also intended to be an evolving document which will be reviewed periodically in the light of feedback and experience and is in no way a detailed personal agreement or contract. Sunway University is expected to: Provide high quality teaching and learning which will enhance student learning and,"Provide reasonable access to the University facilities and resources (e.g. library, IT labs);  Seek student feedback in improving courses and services in the University;  Provide appropriate guidance in the completion of undergraduate/postgraduate studies;  Offer suitable research topics based on the availability of facilities/resources and qualified supervisors in the field of intended research; Appoint qualified examiners to evaluate final thesis/dissertation. ",0.725,3.4334719002505855e-155,0.1980197970042154,0.015267170638076298,0.13861385641015603,3.2908074003644288
What are some of the expectations placed on students as outlined in the Student Charter?,"Students are expected to: Familiarise themselves with the University rules and regulations;  Be committed in their studies and take the responsibility to monitor their own progress in the chosen programme; Ensure that all requirements and regulations of the programme or research are followed;  Respect all University staff and other students; avoid discrimination and harassment;  Use University facilities in a responsible manner (including library, IT labs); 10 Activate and util","Students are expected to: Familiarise themselves with the University rules and regulations;  Be committed in their studies and take the responsibility to monitor their own progress in the chosen programme; Ensure that all requirements and regulations of the programme or research are followed;  Respect all University staff and other students; avoid discrimination and harassment;  Use University facilities in a responsible manner (including library, IT labs); 10 Activate and utilise the University official student email account in the duration of study to ensure accurate communication between University and students (e.g. results notification, outstanding fees); Attend classes, submit assessment as required and fulfil attendance requirement;  Provide honest feedback and comments about their academic programmes, learning experience and services through surveys;",0.9534883720930233,0.48428837372443984,0.7260273925989869,0.7282608649054821,0.7260273925989869,4.050176900345832
What obligations do students have as stated in the Student Charter?,"Students are responsible for ensuring their attendance is rightly recorded via the mechanism provided by the Student Council. The Student Council will investigate any allegation of academic malpractice against a student and may take disciplinary action where it decides, on the balance of probabilities, that an act of malpractice has been committed.  Ensure that the student records the action taken in their report of the examination.  Provide reasonable access to the University facilities and the University network in","Pay all fees and charges within the deadline set by the University; Enroll correctly according to programme requirements and pre-requisites to ensure graduating in the chosen programme; Participate in the election of the Student Council who are representatives of the student body;  Recognise that plagiarism is not acceptable;  Seek advice when required from teaching staff and support services (e.g. counselling, health, etc.); Behave in a responsible manner and act as ambassadors for the University;  Maintain regular contact with teaching staff/supervisors for advice and constructive feedback;  Inform research supervisors if there are special needs required in completing the postgraduate research; Protect any intellectual property throughout the course of research and ensure all ethical procedures are followed.",0.7142857142857143,3.6269904131328367e-155,0.23287670753987624,0.05319148456598052,0.1643835568549448,4.398905199952424
What obligations or responsiblities are stated for students?,"No plans to attend classes, other than the ones specifically agreed to be given to you. If you are currently studying in a programme which requires you to undertake an academic programme, you must be aware of the relevant dates for the endorsement or acceptance of those certificates. It is your responsibility to be aware of your commitments, and to take reasonable care to ensure that you are not affected by the timing of the endorsement or the release of certificates. Mis","2.2 STUDENT RESPONSIBILITIES As a student of Sunway University, it is your responsibility to: Apply yourself fully to your studies.  Be familiar with the rules and regulations governing the programme in which you are enrolled.  Ensure that you have selected the subjects to meet your programme requirements.  Be punctual and attend all lectures, tutorials, practical sessions and seminars (if applicable) for each subject in which you are enrolled. ",0.6,1.4813693454264792e-78,0.293577976651797,0.05755395185549445,0.25688072894537506,3.8021320002153516
What responsiblities are included in the Student Charter for students?,"Students are expected to: Familiarise themselves with the University rules and regulations;  Be committed in their studies and take the responsibility to monitor their own progress in the chosen programme; Ensure that all requirements and regulations of the programme or research are followed;  Respect all University staff and other students; avoid discrimination and harassment;  Use University facilities in a responsible manner (including library, IT labs); 10 Activate and utilise the University","Meet deadlines for coursework to be submitted.  Submit original work without plagiarising or cheating.  Take the initiative and consult appropriately when encountering problems.  Be aware of the policies and practices of the University and of any academic or non-academic department contained in the materials and information made available to you. Be aware of the rules and regulations concerning the use of campus facilities IT, library, laboratories, etc. Demonstrate tolerance and respect for other students and all staff of the University.  Provide constructive feedback to the University regarding academic and administrative matters when necessary.",0.6304347826086957,4.560745225265235e-155,0.2542372831715025,0.06493505998903731,0.20338982554438392,3.337557699996978
"What is the objective of the Personal Data Protection Notice, how does Sunway Education Group manage personal information, and what measures are taken regarding its website?",2.3 PERSONAL DATA PROTECTION ACT (PDPA) Sunway Education group respects and is committed to the protection of your personal information and your privacy. This Personal Data Protection Act 2010 governs the protection of the information you are stored in your personal information. This Personal Information Protection Notice explains how we collect and handle your personal information in accordance with,2.3 PERSONAL DATA PROTECTION ACT (PDPA) Sunway Education Group respects and is committed to the protection of your personal information and your privacy. This Personal Data Protection Notice explains how we collect and handle your personal information in accordance with the Malaysian Personal Data Protection Act 2010. Please note that the institution may amend this Personal Data Protection Notice at any time without prior notice and will notify you of any such amendment via our website or by email. Detailed information is available at http://sunway.edu.my/pdpa/notice_english.html ,0.8723404255319149,0.4210223377470388,0.6727272680066116,0.5714285666662898,0.6181818134611571,2.7350030997768044
"What is the purpose of the complaints and grievances policy, and what does it ensure?",The grievance and grievances policy ensures that grievances and complaints are quickly and effectively resolved using standard procedures. This policy ensures that unsatisfactory academic progress is made quickly and effectively by the student. Purpose: Ensure that the rights of both the University and the student are protected when a student submits a complaint or grievance. Ensure that the University processes enable student grievances and complaints to be resolved quickly and effectively. Ensure that staff are,2.4 COMPLAINTS AND GRIEVANCES POLICY This policy ensures that grievances and complaints are quickly and effectively resolved using standard procedures. Purpose: Ensure that the rights of both the University and the student are protected when a student submits a complaint or grievance. Ensure that the University processes enable student grievances and complaints to be resolved quickly and effectively. Ensure that the resolution of student complaints and grievances follows standard procedures across all departments in the University.,0.6666666666666666,0.710181450102336,0.767441855475933,0.7301587251637692,0.767441855475933,3.492203800007701
What is a grievance or complaint and what does it entail?,"If you believe that you have been treated unfairly, you can seek explanation and/or help. Such issues may concern an academic or administrative decision, the behavior of staff, the quality of teaching, the provision of services in the University, etc. However, the policy does not cover unsatisfactory academic progress, discipline, and exclusion for health and safety reasons. The policy does not covers unsatisfactory academic progression, discipline, or exclusion for","If you believe that you have been treated unfairly, you can seek explanation and/or help. Such issues may concern an academic or administrative decision, the behavior of staff, the quality of teaching, the provision of services in the University, etc. However, the policy does not cover unsatisfactory academic progress, discipline, and exclusion for health and safety reasons. ",0.9696969696969697,0.822168148023545,0.9591836684714703,0.9256198297274777,0.9591836684714703,3.408658300060779
To whom should students address the their complaint?,"If you are currently studying in a programme under condition(s), you should address your concerns to the Programme Leader or Head of Department. You may also refer to your programme handbook for information about managing your studies.  If you wish to further your study, you must refer to the programme handbook at https://izone.sunway.edu.my. https://izones.my/pdx/ grievance. To be clear on the","Most complaints can be resolved immediately. First, talk to the person about your concerns to see if your issue can be resolved. This person can be a student or a staff member of the University. If such a discussion is not appropriate or you feel uncomfortable about approaching the person, you may direct the complaint to the next appropriate level, such as your School/Centre Manager or the HOD. A senior member of staff will be assigned to investigate and attempt to conciliate the matter after receiving a complaint. If the issue cannot be resolved at this level, you may submit a formal grievance (in written form) to the Group Registrar of Sunway University.",0.7021276595744681,7.345958295601652e-79,0.24137930549346026,0.03680981133200405,0.20689654687277062,3.5365961003117263
How may students comment on the programme and its elaboration?,"2.5 STUDENT FEEDBACK Student feedback is considered to be a vital element of the programme since it is through such feedback that the programme can be improved. There are a number of mechanisms for student feedback: At the end of each semester, an evaluation questionnaire will be issued. Each intake is entitled to nominate a student to act as representative on the Student-Staff Committee. The Committee meets once every long semester and encourages dialogue between","2.5 STUDENT FEEDBACK Student feedback is considered to be a vital element of the programme since it is through such feedback that the programme can be improved. There are a number of mechanisms for student feedback: At the end of each semester, an evaluation questionnaire will be issued. Each intake is entitled to nominate a student to act as representative on the Student-Staff Committee. The Committee meets once every long semester and encourages dialogue between students and staff in areas of administration, learning and teaching. Students are entitled to raise matters of concern or complaint with the lecturer, project supervisors or Programme Coordinator. Where appropriate a complaint may be made directly to the Dean.",0.9318181818181818,0.5945205479701944,0.8251748203276444,0.7956989199398775,0.8251748203276444,3.454818899743259
"From where can students find general rules and regulations, and what precautions should they take when posting information on the Internet?",2.6 UNIVERSITY RULES The Sunway University Code of Conduct Handbook contains information about the general rules and procedures applicable applicable to all students studying at the University. It also covers general policies and procedures which include student discipline proceedings. You may visit https://vine.sunway.edu.my to get the latest copy. 2.7 BLOGGING You are advised,2.6 UNIVERSITY RULES The Sunway University Code of Conduct Handbook contains information about the general rules and regulations applicable applicable to all students studying at the University. It also covers general policies and procedures which include student discipline proceedings. You may visit https://vine.sunway.edu.my to get the latest copy. 2.7 BLOGGING You are advised to exercise caution when posting information (in any form) on the Internet and avoid writing anything defamatory or seditious in your posting against the reputation of Sunway University and staff (including lecturers).The University may take disciplinary action against any student committing such offences if it deems that the posted information is offensive.,0.9361702127659575,0.35640025774640605,0.7272727226446282,0.6666666621825529,0.7272727226446282,2.960262400098145
What actions are prohibited and the reasons for their prohibition?,"2.8 SMOKING AND VAPING Smoking or vaping is strictly prohibited when you are in all areas of Sunway campus (including areas such as car parks, sports facilities, toilets and campus accommodation). This prohibition covers all forms of smoking including cigarettes, real or electronic, pipes and other smoking utensils. This prohibition covers the following: i. Warning in writing to the student (kept on the students file until the completion of"," 2.8 SMOKING AND VAPING Smoking or vaping is strictly prohibited when you are in all areas of Sunway campus (including areas such as car parks, sports facilities, toilets and campus accommodation). This prohibition covers all forms of smoking including cigarettes, real or electronic, pipes and other smoking utensils.",0.9534883720930233,0.6887841975872082,0.8659793765331066,0.8347826038321362,0.8659793765331066,4.036950499750674
In what ways does Sunway University provide support to students with disabilities?,"1.1 STUDENTS WITH DISABILITIES Students are strongly encouraged to disclose any disability (physical or learning difficulty) information to and seek advice and support from the Programme Leader/Coordinator. The University will seek to make reasonable adjustments to support the student whilst on the programme.The operation of appropriate special arrangements can be supported for students undertaking assessment, including timed examinations where a valid claim has been made and agreed in accordance with","2.9 STUDENTS WITH DISABILITIES Students are strongly encouraged to disclose any disability (physical or learning difficulty) information to and seek advice and support from the Programme Leader/Coordinator. The University will seek to make reasonable adjustments to support the student whilst on the programme.The operation of appropriate special arrangements can be supported for students undertaking assessment, including timed examinations where a valid claim has been made and agreed in accordance with the relevant procedures (Appendix C). Requests for special arrangements may be refused where insufficient notice is given.",0.8979591836734694,0.772929631240257,0.8955223830997995,0.8734177165702612,0.8955223830997995,4.265870299655944
When are the Academic calendars available and where can they be accessed?,"The Academic calendars are published on a yearly basis and they are available in the Learning Management System, eLearn. Additional information, such as allocation of students to groups for tutorials and laboratory purposes will also be posted from time to time. In addition, please check the online notice boards regularly, and make sure you are aware of your timetable commitments, and that you attend at the proper time. You will be notified of the date to return","3.1 ACADEMIC CALENDARS Academic calendars are published on a yearly basis and they are available in the Learning Management System, eLearn.",0.6923076923076923,0.21806393357781367,0.41975308257887517,0.3505154605250293,0.41975308257887517,5.864331900142133
What are the crucial deadlines and timeframes to keep in mind for subject enrolment and making changes to enrolment within a semester?,"Each semester period is determined by a start-date and an end-date. Another important date within a semester period is the Add/Drop Subject period, which normally takes place within the first 2 weeks of a semester. This is the period where your subject enrolment is to be finalised. You are not allowed to change your subject enrolments for the semester after","Each semester period is determined by a start-date and an end-date. Another important date within a semester period is the Add/Drop Subject period, which normally takes place within the first 2 weeks of a semester. This is the period where your subject enrolment is to be finalised. You are not allowed to change your subject enrolment for the semester after the Add/Drop Subject period. It is important to note that, certain fees paid are neither transferable nor refundable whether or not the adjustment of enrolment takes place within the Add/Drop Subject period. It is your responsibility to make yourself aware of the semester periods of the programme enrolled; the relevant Add/Drop Subject period and financial penalties. ",0.918918918918919,0.3762039163699377,0.7706421970574868,0.6933333287253334,0.7706421970574868,3.2422723001800478
"What are the dates for subject enrolment, Add/Drop subjects, and subject withdrawal deadlines for both the long semester and short semester?",3.12.1 SUBJECT WITHDRAWAL The last date for subject withdrawal is by end of week ten (10) for a long semester and by end of the short semester. Subject withdrawal is only permitted if the student satisfies the following conditions: i. The students minimum academic load as full-time or part-time student is met after the,Students should take note of the following deadlines. a) Subject Enrolment is Long Semester (14 weeks): Before week 1 and Short Semester (7 weeks) Before week 1. b) Last date to Add/Drop subjects is Long Semester (14 weeks): End of week 2 and Short Semester (7 weeks): End of week 1. c) Last date for subject withdrawal (with notation W in transcript) is Long Semester (14 weeks): End of week 10 and Short Semester (7 weeks): End of week 5. The tuition fee and other fees are stipulated in the fees structure of your programme. Semester fees must be paid in full on or before the commencement of new semester.,0.76,0.026244811735419756,0.28571428087800466,0.09022555914749306,0.2666666618303855,3.5405872999690473
"What are the payment deadlines for fees, what are the consequences for students with outstanding fees, and what are the different types of fees?","3.3 UNIVERSITY FEES AND CHARGES Fees due must be paid at the beginning of each semester. The Management reserves the right to exclude a student from attending classes and using campus facilities until the fees due are paid up. Any assessment or examination result(s), and academic transcripts shall be withheld if payment remains outstanding, and students concerned will not be able","3.3 UNIVERSITY FEES AND CHARGES Fees due must be paid at the beginning of each semester. The Management reserves the right to exclude a student from attending classes and using campus facilities until the fees due are paid up. Any assessment or examination result(s), and academic transcripts shall be withheld if payment remains outstanding, and students concerned will not be able to enrol in subsequent semester or to graduate. Enrolment fee : upon accepting the offer of a place (non-refundable), Deposit : refundable, International admin fee : payable by semester *, Tuition fee : payable by semester *, Student resource fee 1 : payable by semester *, Compulsory General Studies subject fee: payable by subject (for Malaysian only)",0.88,0.39281118435112294,0.7737226229932336,0.7261904715653344,0.7737226229932336,2.762609399855137
What are some examples of additional fees that are not included in the list?,"Other fees2 (according to the programme enrolled): Lab fee (computer/IT/science related subjects), Security deposit, Placement fee Practical fee, Uniform and Utensils fee, Examination/Exemption fee, (internal/external) Literacy test fee, Student pass/special pass fee for visa endorsement/extension. For more information about the types of fee payable, please refer to the fees structure of","Other fees (according to the programme enrolled): Lab fee (computer/IT/science related subjects), Security deposit, Placement fee Practical fee, Uniform and Utensils fee, Examination/Exemption fee, (internal/external) Literacy test fee, Student pass/special pass fee for visa endorsement/extension. For more information about the types of fee payable, please refer to the fees structure of the respective programme Terms and conditions apply for International Students. Please refer to the International Office(IO) for more information. 1. The student resource fee will be revised on a yearly basis and subject to change without prior notice. 2. Other fees may exist, which are not listed in the above table.",0.9512195121951219,0.35479531503450995,0.6956521693247637,0.6482758575942926,0.6956521693247637,4.707590700127184
What payment options are available for fees and how can students contact the Financial Services Department for further inquiries?,"There are various modes to choose from when making payment for fees. The following link provides you with full details of options available to you: https://university.sunway.edu.my/students/payment-instructions. For further enquiry, please contact Financial Services Department: Tel: (6) 03 7491 8622 Email to finance@sunway.com.my","There are various modes to choose from when making payment for fees. The following link provides you with full details of options available to you: https://university.sunway.edu.my/students/payment-instructions. For further enquiry, please contact Financial Services Department: Tel: (6) 03 7491 8622 Email to finance@sunway.edu.my Operating hours: Monday Friday (8.30am to 5.30pm) ",0.9387755102040817,0.8255647913454116,0.9072164898713997,0.8712871237525733,0.9072164898713997,3.4441237999126315
What does the conditional offer entail and how is it explained?,"The conditional offer is subject to third parties discretion and is subject to the same procedures as outlined above. 3.4 CONDITIONAL OFFER If you are currently studying in a programme under condition(s), you should request for a review of your current status at the earliest possible date. The review must be made within the first semester of your study or within the period specified in your offer letter. Students with forecast/pending results","3.4 CONDITIONAL OFFER If you are currently studying in a programme under condition(s), you should request for a review of your current status at the earliest possible date. The review must be made within the first semester of your study or within the period specified in your offer letter. Students with forecast/pending results must submit a certified true copy of their actual results to the Registry within 10 working days from the official release date of the actual results. Failure to convert your conditional offer status on time will lead to your registration in the current programme being terminated. Further query and/or request for a review of your current status can be made at the Registry or by email at srga-op@sunway.edu.my.",0.875,0.3818514702139128,0.686567159290488,0.5955056132559021,0.686567159290488,3.835142199881375
